group;main_unit_off;main_unit_ps;main_unit_fid
group 17;ВЛ-6 кВ Ку-9 СЭС Кубаньэнерго;;
group 17;ГРБ-23/2;;
group 17;Скв. 41;;
group 17;ВЛ-0,4 кВ  от ТП-Дш-22-3п ф.2;;2
group 17;БУ скв.21;;
group 17;ГРБ-10/2;;
group 17;ВЛ-6кВ Кл-514 Ильский ЭСУ;;
group 17;ВЛ-6 кВ № 175 Приазовский ЭСУ;;
group 17;ВЛ-6 кВ Ку-13 СЭС Кубаньэнерго;;
group 17;ВЛ-6 кВ Ил-521 Ильский ЭСУ;;
group 17;ВЛ-6 кВ № 52 Приазовский ЭСУ;;
group 17;ВЛ-6 кВ № 171 Приазовский ЭСУ;;
group 17;уч-к ВЛ-6 кВ № 171 от Р-28 до РП-17 Приазовский ЭСУ;;
group 17;ВЛ-6 кВ № 541 Приазовский ЭСУ;;
group 17;"ПС ""Юлия-35/6"" Абинский ЭСУ";Юлия-35/6;
group 17;"ПС ""Ахтырская"" и ""Бугундырь""-35/6 Абинский ЭСУ";Ахтырская;
group 17;"""Восточная"", ""Нефтяная"", ""Новодмитриевская"" 35/6 Ильский и Афипский ЭСУ";;
group 17;ВЛ-6 кВ Зп-92 Ильский ЭСУ;;
group 17;ВЛ-6 кВ Гр-122 Ильский ЭСУ;;
group 17;ВЛ-6 кВ № 523 Приазовский ЭСУ;;
group 17;ВЛ-6 кВ № 171 Приазовский ЭСУ;;
group 17;ВЛ-6 кВ № 541 Приазовский ЭСУ;;
group 17;ВЛ-6 кВ № 521 Приазовский ЭСУ;;
group 17;ВЛ-6 кВ № 18 Приазовский ЭСУ;;
group 17;ВЛ-6 кВ №      Нс-44 Афипский ЭСУ;;
group 17;П/ст 110/6 кВ  А-4 Приазовский ЭСУ.;;
group 17;Скв. 64. Станок-качалка;;
group 17;УЭЦН Скв.511;;
group 17;Станок -качалка.;Станок -качалка.;
group 17;Станок -качалка.;Станок -качалка.;
group 17;ВЛ-0,4 кВ  от ТП Зп-92-2 ф.2 ;92;2
group 17;Станок -качалка.;Станок -качалка.;
group 17;ГРБ-15/3;;
group 17;ГРБ-17/1,17/2,17/3;;
group 17;ГРБ-4;;
group 17;ГРБ-6/1;;
group 17;ГРБ-13/1;;
group 17;Станок -качалка.;Станок -качалка.;
group 17;Станок -качалка.;Станок -качалка.;
group 17;ВЛ-0,4 кВ  от ТП Зп-92-2 ф.2 ;92;2
group 17;Скв. 935.;;
group 17;ВЛ-0,4 кВ  от ТП Ил-521-1п ф.1 ;;1
group 17;ВЛ-0,4 кВ  от ТП 75-6 ф.2 ;75;2
group 17;Газлифт Гл-6/2.;;
group 17;ВЛ-6 кВ № 52 Приазовский ЭСУ;;
group 17;ВЛ-0,4 кВ  от ТП ЗП-92-2 ф.2 ;92;2
group 17;ВЛ-0,4 кВ  от ТП ВС-81-1 ф.1 ;81;1
group 17;Скв. 21;;
group 17;Скв.319;;
group 17;ВЛ-0,4 кВ от ТП-171/8  фидера №2.;;2
group 17;"ВЛ-6 кВ № 17 Приазовский ЭСУ от ПС ""А-1"".";А-1;
group 17;Участок ВЛ-6 кВ № 171 Приазовский ЭСУ от РП-17 до Р-28.;;
group 17;"ВЛ-10 кВ Ст-2 от ПС 110/10 кВ ""Старотитаровская"" Кубаньэнерго.";Старотитаровская;
group 17;"ВЛ-10 кВ Ст-2 от ПС 110/10 кВ ""Старотитаровская"" Кубаньэнерго.";Старотитаровская;
group 17;ВЛ-6 кВ № 172 Приазовский ЭСУ от РП-17.;;
group 17;ВЛ-0,4 кВ от ТП-511 ф-2 (скв.5).;;2
group 17;Скв. 224.;;
group 17;ВЛ-0,4 кВ от ТП-511 ф-2 (скв.5).;;2
group 17;Скв. 224.;;
group 17;ВЛ-0,4 кВ от ТП-Ст-2-66-3п ф-2.;;2
group 17;Гл-18-3.;18;3
group 17;Скв. 84.;;
group 17;Скв. 312.;;
group 17;Скв. 84.;;
group 17;Скв. 827.;;
group 17;ТП-Ну-83-6п Абинский ЭСУ от ВЛ-6 кВ Ну-83.;;
group 17;ВЛ-0,4 кВ от ТП-589 ф-1.;;1
group 17;"ВЛ-10 кВ Ст-2 от ПС 110/10 кВ ""Старотитаровская"" Кубаньэнерго.";Старотитаровская;
group 17;ВЛ-0,4 кВ от ТП Дш-22-3п ф.1.;;1
group 17;ВЛ-0,4 кВ от ТП Ка-72-11п ф.2.;;2
group 17;ВЛ-0,4 кВ от ТП Нс-1-1 ф.7;;7
group 17;ВЛ-0,4 кВ от ТП Дш-512-1п ф.3.;;3
group 17;ВЛ-0,4 кВ от ТП Кл-514-13 ф.1.;514;1
group 17;ВЛ-0,4 кВ от ТП Хл-212-6п ф.1.;;1
group 17;ВЛ-0,4 кВ от ТП Хл-211-2 ф.2.;211;2
group 17;Скв.76;;
group 17;ВЛ-0,4 кВ от ТП Кл-51-5 ф.3.;51;3
group 17;ВЛ-0,4 кВ от ТП-Нк-53-3п ф.1.;;1
group 17;ВЛ-0,4 кВ от ТП-Нф-45-1 ф.1.;45;1
group 17;ВЛ-0,4 кВ от ТП Чм-532-8 ф.2;532;2
group 17;ВЛ-0,4 кВ от ТП Чм-532-8 ф.2;532;2
group 17;ВЛ-6 кВ Ку-9 СЭС Кубаньэнерго;;
group 17;ВЛ-6 кВ Ку-9 СЭС Кубаньэнерго;;
group 17;Скв. 2052.;;
group 17;ВЛ-0,4 кВ от ТП-722-4п ф.1;;1
group 17;Скв. 21.;;
group 17;"ВЛ-6 кВ № 523 от ПС ""Х-52"" Приазовский ЭСУ.";Х-52;
group 17;ВЛ-6 кВ № 54, РП-6 кВ № 54, ВЛ-6 кВ № 541, ТП-54-1 Приазовский ЭСУ.;54;1
group 17;ВЛ-0,4 кВ от ТП-Дш-516-1п ф-2.;;2
group 17;ВЛ-0,4 кВ от ТП-Хл-223-1.;223;1
group 17;ВЛ-0,4 кВ от ТП-Чм-532-6.;532;6
group 17;ВЛ-0,4 кВ от ТП-Зп-92-2 ф-2.;92;2
group 17;ВЛ-0,4 кВ от ТП-Нд-61-4 ф-1.;61;1
group 17;ВЛ-6 кВ Ах-351,   ВЛ-6 кВ Ах-352, ВЛ-6 кВ Ах-353, ТП Ах-35-2п.;;
group 17;ВЛ-6 кВ Нд-61;;
group 17;ВЛ-6 кВ Чм-531;;
group 17;ВЛ-6 кВ Нк-51;;
group 17;ВЛ-6 кВ Нк-53;;
group 17;"ВЛ-6 кВ Чм-525 от ПС ""И-7 Черноморская"" Ильского ЭСУ.";И-7 Черноморская;
group 17;Скв. 19.;;
group 17;Скв. 5;;
group 17;Скв. 69;;
group 17;ВЛ-0,4 кВ от ТП-Ю-1-10 ф-1.;;1
group 17;ВЛ-6кВ Кл-514 Афипский ЭСУ;;
group 17;ВЛ-0,4 кВ от ТП Кл-514-13 ф.1.;514;1
group 17;ВЛ-0,4 кВ от ТП Ю-1-10 ф.1.;;1
group 17;ВЛ-0,4 кВ от ТП Чм-532-6 ф.1.;532;1
group 17;ВЛ-0,4 кВ от ТП Чм-525-3п ф.3.;;3
group 17;ВЛ-0,4 кВ от ТП Чм-532-8  ф.1.;532;1
group 17;ВЛ-6кВ Кл-51 Афипский ЭСУ;;
group 17;"ПС 35/6 кВ ""Ахтырская"", ""Бугундырь"", ""Ильская"", ""Западная"", ""Азовская"",  ""Черномор-ская"", ""Горка"".";Ахтырская;
group 17;Скв. 710.;;
group 17;Скв. 861.;;
group 17;Скв. 157.;;
group 17;Скв. 5.;;
group 17;Скв. 67.;;
group 17;Скв. 68.;;
group 17;ГРБ-12/1  Ханьков;;
group 17;ВЛ-10 кВ Ку-9 СЭС Кубаньэнерго;;
group 17;ВЛ-0,4 кВ от ТП Нс-1-1 ф.7  ф.3.;;7
group 17;Скв. 83 Станок-качалка;;
group 17;ВЛ-0,4 кВ от ТП-17-2 ф.1.;17;1
group 17;ВЛ-0,4 кВ от ТП Чм-532-8 ф.1.;532;1
group 17;Станок -качалка.Скв. 568;;
group 17;Станок -качалка. Скв. 289;;
group 17;ВЛ-0,4 кВ от ТП Чм-532-8 ф.3.;532;3
group 17;ВЛ-0,4 кВ от ТП Чм-532-4 ф.1.;532;1
group 17;Станок -качалка Скв. 486;;
group 17;ВЛ-0,4 кВ от ТП Чм-532-8 ф.1.;532;1
group 17;ВЛ-0,4 кВ от ТП Чм-532-8 ф.1.;532;1
group 17;Станок -качалка.Скв. 136;;
group 17;Станок -качалка.Скв. 271;;
group 17;ВЛ-0,4 кВ от ТП-81-1 ф.2.;81;2
group 17;"ВЛ-10 кВ Нк-53 Хадыженского ЭСУ от ПС 35/10 кВ Т-5 ""Николаевская""";Николаевская;
group 17;;;
group 17;Станок -качалка.Скв. 452.;;
group 17;РЩ-0,4 кВ ТП Ка-72-7п ф.1 и ф.2;;1
group 17;Станок -качалка.Скв. 823;;
group 17;ВЛ-0,4 кВ от ТП-Дш-516-1п ф-2.;;2
group 17;Станок -качалка.Скв. 69;;
group 17;Станок -качалка.Скв. 823;;
group 17;Станок -качалка.Скв. 87;;
group 17;Станок -качалка.Скв. 65;;
group 17;Станок -качалка.Скв. 847;;
group 17;Станок -качалка.Скв. 36;;
group 17;П/ст-35/6 кВ - Ильская-35. Азовская. Западная. Новодмитриевская. Восточная. Нефтяная.;;
group 17;ВЛ-6 кВ Кл-533 Афипский ЭСУ;;
group 17;ВЛ-0,4 кВ от ТП-Ил-521-2   ф-1.;521;1
group 17;ВЛ-6кВ №521 Приазовский ЭСУ ;;
group 17;ВЛ-0,4 кВ от ТП-Вс-82-2 ф-2.;82;2
group 17;П/ст-35/10 кВ Т-5 Николаевская.;;
group 17;ВЛ-6 кВ Кл-533 от РП-53 Кл Афипский ЭСУ.;;
group 17;П/ст-35/10 кВ Т-5 Николаевская.;;
group 17;ВЛ-0,4 кВ от ТП Хл-234-3 ф.1.;234;1
group 17;ВЛ-0,4 кВ от ТП Кл-722-4п ф.1.;;1
group 17;Станок -качалка. Скв. 322.;;
group 17;ВЛ-0,4 кВ от ТП Ну-82-3. Ю-1-16.;82;3
group 17;ВЛ-6 кВ №172 от РП-6 кВ №17 Приазовский ЭСУ.;;
group 17;Станок -качалка. Скв. 216.;;
group 17;Станок -качалка. Скв. 59.;;
group 17;"ПС 35/6 кВ     ""Х-52""";Х-52;
group 17;Станок -качалка. Скв. 60.;;
group 17;"ВЛ-10 кВ Нк-53 Хадыженского ЭСУ от ПС 35/10 кВ Т-5 ""Николаевская""";Николаевская;
group 17;ВЛ-0,4 кВ от ТП-53-4п ф.3;;3
group 17;ВЛ-0,4 кВ от ТП-53-4п ф.3;;3
group 17;Станок -качалка.Скв. 218;;
group 17;Станок -качалка.Скв. 135;;
group 17;ВЛ-6кВ Чм-533п Ильского ЭСУ от ПС  И-7 Черноморская.;;
group 17;ВЛ-0,4 кВ от ТП-53-4п ф.3;;3
group 17;Станок -качалка.Скв. 266.;;
group 17;Станок -качалка.Скв. 225.;;
group 17;Станок -качалка.Скв. 806.;;
group 17;Станок -качалка.Скв. 450.;;
group 17;Станок -качалка.Скв. 664.;;
group 17;РП-6 кВ № 54.;;
group 17;ВЛ-6 кВ №523 от п/ст Х-52 Приазовский ЭСУ.;;
group 17;ВЛ-6 кВ Бг-363 от РП-36 Бг Абинский ЭСУ.;;
group 17;Участок ВЛ-6 кВ Бг-363 (от Р-63 до Р-66) от РП-36 Бг Абинский ЭСУ.;;
group 17;РЩ-0,4 кВ КТП -722/2п. ;;
group 17;ВЛ-10 кВ Ку-13 СЭС Кубаньэнерго;;
group 17;Станок -качалка.Скв.125.;;
group 17;СК, УЭЦН, УШВН. На шести месторождениях;;
group 17;;;
group 17;Станок -качалка.Скв. 823.;;
group 17;Станок -качалка.Скв. 33.;;
group 17;ВЛ-0,4 кВ от ТП-509 ф.3;;3
group 17;ВЛ-10 кВ НП-5 СЭС Кубаньэнерго;;
group 17;"МВ ВЛ-35 кВ ""Абинская 110-Мерчанская"".";Абинская 110-Мерчанская;
group 17;Станок-качалка. Скв.30.;;
group 17;Скважины Ключевого месторождения.;Скважины Ключевого месторождения.;
group 17;Станок-качалка. Скв.125.;;
group 17;Станок-качалка. Скв.486.;;
group 17;Станок-качалка. Скв.19.;;
group 17;УЭЦН.Скв. 1-я Южно-Морозовская;;
group 17;ВЛ-10 кВ НП-5 СЭС Кубаньэнерго;;
group 17;Станок-качалка. Скв.628.;;
group 17;Станок-качалка. Скв.266.;;
group 17;ВЛ-0,4 кВ от ТП-Зп-92-2 ф.1 и ф.2.;92;1
group 17;Станок-качалка. Скв.266.;;
group 17;Станок-качалка. Скв.97.;;
group 17;Станок-качалка. Скв.628.;;
group 17;ВЛ-0,4 кВ от ТП-Зп-92-2 ф.1 и ф.2.;92;1
group 17;Станок-качалка. Скв.196.;;
group 17;ВЛ-6 кВ Ну-83 от РП-8 Ну Абинский ЭСУ.;;
group 17;ВЛ-0,4 кВ от ТП-Нс-1-1 ф.7;;7
group 17;ВЛ-0,4 кВ от ТП-171-8 ф-2.;171;2
group 17;Станок -качалка.Скв. 82.;;
group 17;ВЛ-0,4 кВ от ТП-Ну-82-1 ф.5;82;5
group 17;Станок -качалка.Скв. 132, 375.;;
group 17;Станок -качалка.Скв. 33.;;
group 17;Станок -качалка.Скв. 225.;;
group 17;РЩ-0,4кВ КТП 6/0,4 кВ № Нд-61-4;61;4
group 17;Станок -качалка.Скв. 128.;;
group 17;ВЛ-6 кВ Бг-362 Абинский ЭСУ;;
group 17;ВЛ-0,4 кВ от ТП Бг-112-2 ф.1 и Чм-523-4 ф.1.;112;1
group 17;Станок -качалка.Скв. 154.;;
group 17;Станок -качалка.Скв. 93.;;
group 17;Станок -качалка.Скв. 154.;;
group 17;ВЛ-6 кВ № 175 Приазовский ЭСУ;;
group 17;ВЛ-0,4 кВ от ТП Кл-514-5п ф.3.;;3
group 17;ВЛ-6 кВ Ну-82 от РП-8 Ну Абинский ЭСУ;;
group 17;;;
group 17;ВЛ-6кВ №171 Приазовский ЭСУ;;
group 17;РЩ-0,4кВ КТП 6/0,4 кВ № Хл-211-2;211;2
group 17;Станок -качалка.Скв. 266.;;
group 17;ВЛ-6 кВ Ку-9 СЭС Кубаньэнерго.;;
group 17;"ВЛ-6 кВ Ну-2 Абинский ЭСУ от ПС 35/6 кВ ""Новоукраинская"" ЮЗЭС Кубаньэнерго.";Новоукраинская;
group 17;ВЛ-6 кВ Ну-83 от РП-8 Ну Абинский ЭСУ.;;
group 17;ВЛ-6 кВ Ну-2, Ну-5. Абинский ЭСУ.;;
group 17;ВЛ-6 кВ   Чм-532,         ВЛ-6 кВ   Чм-535.;;
group 17;ВЛ-6 кВ 175, ВЛ-6 кВ-171, ВЛ-6 кВ-75.;;
group 17;Станок -качалка.Скв. 240.;;
group 17;ВЛ-0,4 кВ от ТП Кл-514-5п ф.3.;;3
group 17;ВЛ-0,4 кВ от ТП Ну-83-8п ф.2.;;2
group 17;ВЛ-0,4 кВ от ТП-Нк-53-4п ф-2.;;2
group 17;Станок -качалка.Скв. 159.;;
group 17;Станок -качалка.Скв. 289.;;
group 17;Станок -качалка.Скв. 826.;;
group 17;ВЛ-0,4 кВ от ТП-Ю-1-10 ф-1.;;1
group 17;"ВЛ-10 кВ Ст-2 от ПС 110/35/10 кВ ""Старотитаровская"" Кубаньэнерго.";Старотитаровская;
group 17;"ВЛ-110 кВ ""Холмская-Абинская"" Кубаньэнерго.";Холмская-Абинская;
group 17;ВЛ-6кВ Кл-514 Афипский ЭСУ;;
group 17;Станок -качалка.Скв. 19.;;
group 17;Станок -качалка.Скв. 508.;;
group 17;ВЛ-0,4 кВ от ТП-Чм-532-7 ф-3.;532;3
group 17;"ВЛ-110 кВ ""Холмская-Абинская"" Кубаньэнерго.";Холмская-Абинская;
group 17;"ПС-110/35/6(10) кВ ""Ханьковская"", ""Курчанская"" Кубаньэнерго";Ханьковская;
group 17;Станок -качалка.Скв. 174.;;
group 17;Станок -качалка.Скв. 27.;;
group 17;Станок -качалка.Скв. 300.;;
group 17;"Оборудование ""Кубаньэнерго"".";"Оборудование ""Кубаньэнерго"".";
group 17;ВЛ-0,4 кВ от ТП-538 ф.3;;3
group 17;ВЛ-0,4 кВ от Чм-532-2 ф-2.;532;2
group 17;ВЛ-0,4 кВ от ТП-Ка-72-7п ф-2.;;2
group 17;Станок -качалка.Скв. 307.;;
group 17;ВЛ-6 кВ № 171 Приазовский ЭСУ;;
group 17;ВЛ-6 кВ № 362 Абинский ЭСУ;;
group 17;ВЛ-6 кВ № 112 Абинский ЭСУ;;
group 17;"СМВ-35 ПС ""ПАЭС"" Приазовский ЭСУ.";ПАЭС;
group 17;"Ввод 6 кВ ПС ""Новодмитриевская"" Ильский ЭСУ";Новодмитриевская;
group 17;Станок -качалка.Скв. 586.;;
group 17;ВЛ-0,4 кВ от ТП-Нд-62-1 ф.1;62;1
group 17;ВЛ-0,4 кВ от ТП-Зп-92-2п ф.2;;2
group 17;ВЛ-523 Приазовский ЭСУ.;;
group 17;Станок -качалка.Скв. 224.;;
group 17;Станок -качалка.Скв. 948.;;
group 17;Станок -качалка.Скв. 311.;;
group 17;Станок -качалка.Скв. 136.;;
group 17;Станок -качалка.Скв. 167.;;
group 17;Ку-9 и КУ-13 Приазовский ЭСУ.;;
group 17;ВЛ-0,4 кВ от ТП-Кл-514-5 ф-3.;514;3
group 17;УЭЦН.Скв. 507.;;
group 17;Станок -качалка.Скв. 19.;;
group 17;"ПС 35/6 кВ ""Ахтырская"", ""Бугундырь"", ""Ильская 35"", ""Западная"",   ""Абинская 35"", ""Черноморская"", ""Горка"",         ""Юлия"", ""Восточная"".";Ахтырская;
group 17;УЭЦН.Скв. 466.;;
group 17;УЭЦН.Скв. 501.;;
group 17;ВЛ-0,4 кВ от ТП Зп-92-4 ф.2.;92;2
group 17;ПС-35/6 кВ Юлия, РП-8 Ну.;;
group 17;Автоматы фидеров в ТП.;;
group 17;Автоматы фидеров в ТП.;;
group 17;УЭДН.Скв.93.;;
group 17;УШВН.Скв.11.;;
group 17;ВЛ-0,4 кВ от ТП-Кл-533-6 ф-3.;533;3
group 17;ВЛ-0,4 кВ от ТП Ну-83-5 ф.1.;83;1
group 17;Станок -качалка.Скв. 77.;;
group 17;УЭЦН. Скв.67.;;
group 17;Станок -качалка.Скв. 664.;;
group 17;ВЛ-0,4 кВ от ТП Кл-533-6 ф.3.;533;3
group 17;Станок -качалка.Скв. 97.;;
group 17;ПС-35/6 кВ Юлия, РП-8 Ну.;;
group 17;ВЛ-0,4 кВ от ТП Зп-92-5п ф.1.;;1
group 17;РП-14 Аф Афипский ЭСУ. ;;
group 17;ВЛ-6 кВ Кл-53 и РП-53 Кл Афипский ЭСУ.;;
group 17;КТП. Нф-45-1 РЩ-0,4 кВ. Афипский ЭСУ.;45;1
group 17;ВЛ-0,4 кВ от ТП 172/1 ф.2.;;2
group 17;ВЛ-0,4 кВ от ТП-813/1 ф.1.;;1
group 17;ВЛ-0,4 кВ от ТПКл-532-1 ф.2.;532;2
group 17;Станок -качалка.Скв. 288.;;
group 17;ВЛ-6кВ Ю-1 Абинский ЭСУ;;
group 17;"ВЛ-10 кВ Ст-2 от ПС 110/35/10 кВ ""Старотитаровская"" Кубаньэнерго.";Старотитаровская;
group 17;ВЛ-0,4 кВ от ТП Нф-45-1 ф.1.;45;1
group 17;ВЛ-0,4 кВ от ТП Ну-83-5 ф.1.;83;1
group 17;П/ст-35/10 кВ Т-5 Николаевская.;;
group 17;ВЛ-0,4 кВ от ТП Ка-72-19п ф.1.;;1
group 17;ВЛ-0,4 кВ от ТП-175-5 ф.1.;175;1
group 17;ВЛ-0,4 кВ от ТП-Чм-532-5 ф.2.;532;2
group 17;ВЛ-0,4 кВ от ТП Нд-62-5 ф.3.;62;3
group 17;УЭЦН. Скв.511;;
group 17;РЩ-0,4 кВ ТП Чм-532-4;532;4
group 17;РЩ-0,4 ТП. Чм-532-6.;532;6
group 17;"ВЛ-35 кВ ""Холмская - Горка""";Холмская - Горка;
group 17;ВЛ-35 кВ  ;;
group 17;ВЛ-0,4 кВ от ТП Ах-31-6п ф.2.;;2
group 17;ВЛ-0,4 кВ от ТП ХЛ-212-2 ф.1, 2, 3.;212;
group 17;Станок -качалка.Скв. 159.;;
group 17;ГРБ-13/1;;
group 17;Станок -качалка.Скв. 476.;;
group 17;Не отключалось;Не отключалось;
group 17;"ВЛ-6 кВ Бг-115 от ПС И-11 ""Бугундырь"" Абинского ЭСУ";Бугундырь;
group 17;Станок -качалка.Скв. 436 ;;
group 17;Станок -качалка.Скв. 225.;;
group 17;"ВЛ-35 кВ ""Ключевая - Горячий Ключ-220 2-я цепь"", ПС 35/6 кВ И-5 ""Ключевая""";Ключевая - Горячий Ключ-220 2-я цепь;
group 17;Станок -качалка.Скв. 436 ;;
group 17;Станок -качалка.Скв. 3 ;;
group 17;ПС и РУ на месторождени-ях Дыш, Ключевое.  ;;
group 17;"ВЛ-35 кВ ""Ключевая-Горячий Ключ 2-я цепь""";Ключевая-Горячий Ключ 2-я цепь;
group 17;ВЛ-6 кВ Нф-42 Афипский ЭСУ.;;42
group 17;Станок -качалка.Скв. 556 ;;
group 17;ВЛ-6 кВ № 541;;
group 17;ВЛ-0,4 кВ от ТП-521-2 ф-1;521;1
group 17;ВЛ-0,4 кВ от ТП Хл-212-6п ф.1.;;1
group 17;ВЛ-6 кВ Кл-53. Афипского ЭСУ.;;
group 17;ВЛ-0,4 кВ от ТП Кл-514-5п ф.2.;;2
group 17;ВЛ-0,4 кВ от ТП Хл-212-6п ф.1.;;1
group 17;ВЛ-0,4 кВ от ТП Хл-212-6п ф.1.;;1
group 17;Станок -качалка.Скв. 965 ;;
group 17;ВЛ-0,4 кВ от ТП-221п ф.2.;;2
group 17;ВЛ-0,4 кВ от ТП Чм-532-6 ф.1,2,3.;532;
group 17;ВЛ-0,4 кВ от ТП Чм-532-6 ф.1,2,3.;532;
group 17;ВЛ-0,4 кВ от ТП Хл-223-1 ф.1.;223;1
group 17;ВЛ-0,4 кВ от ТП-Дш-516-1п ф.3.;;3
group 17;Станок -качалка.Скв. 863 ;;
group 17;ВЛ-0,4 кВ от ТП Зп-92-2 ф.2;92;2
group 17;Станок -качалка.Скв.101  ;;
group 17;ВПП-4 Абинский ЭСУ.;;
group 17;ВЛ-0,4 кВ от ТП-Дш-512-1п ф-1.;;1
group 17;ВЛ-0,4 кВ от ТП-Нс-1-1 ф-7.;;7
group 17;"ПС ""Ключевая-35/6"", ""Дыш-35/6""";Ключевая-35/6;
group 17;Станок -качалка.Скв.348  ;;
group 17;ВЛ-0,4 кВ от ТП Хл-212-5 ф.1.;212;1
group 17;ВЛ-0,4 кВ от ТП Зп-92-2 ф.2;92;2
group 17;Станок -качалка.Скв. 83 ;;
group 17;Станок -качалка.Скв. 362;;
group 22;Кабельная муфта;Кабельная муфта;
group 22;;;
group 22;ОПН;ОПН;
group 22;ОПН-35;;
group 22;;;
group 22;МВ-35кВ;;
group 22;;;
group 22;ВЛ-35 кВ           К-156-2;156;2
group 22;ВЛ-35 кВ     ДНС-32-2;32;2
group 22;ВЛ-35 кВ     ДНС-32-2;32;2
group 22;ВЛ-35 кВ         Куст-1;;
group 22;МВ-6кВ;;
group 22;МВ-6кВ;;
group 22;МВ-6кВ;;
group 22;ВВ-6кВ;;
group 22;МВ-6кВ;;
group 22;ВЛ-110 кВ Красноленинская-Скважина-2;;
group 22;ВЛ-35 кВ ДНС-12-2;12;2
group 22;МВ-35кВ;;
group 22;МВ 6кВ;;
group 22;МВ-35кВ;;
group 22;МВ-6кВ;;
group 22;АВ-0,4кВ;;
group 22;МВ-6кВ;;
group 22;МВ 6кВ;;
group 22;МВ 6кВ;;
group 22;МВ 6кВ;;
group 22;МВ 6кВ;;
group 22;МВ 6кВ;;
group 22;МВ 6кВ;;
group 22;МВ 6кВ;;
group 22;МВ 6кВ;;
group 22;К-82,83;;
group 22;МВ 6кВ;;
group 22;К-82,83;;
group 22;МВ 6кВ;;
group 22;МВ 6кВ;;
group 22;МВ 6, 35 кВ;;
group 22;;;
group 22;;;
group 22;;;
group 22;;;
group 22;яч.8;;
group 22;ЛР-6кВ;;
group 22;ВЛ-35 ДНС-12-2;12;2
group 22;АО В-110 Красноленинская-Ендырская-1,2;;
group 22;АО В-110 Красноленинская-Ендырская-1,2;;
group 22;ВЛ-35 ДНС-12-2;12;2
group 22;ВЛ-35 Куст-1;;
group 22;ВЛ 6кВ ф.32-24;32;24
group 22;"ВЛ 110кВ Лазаревская_Хора; Яхлинская_Хора";;
group 22;МВ 35кВ ДНС 12-2;12;2
group 22;В 6кВ ф. 48-06;48;6
group 22;В 6кВ ф.№ 76-18;76;18
group 22;В 6кВ ф.№ 76-08;76;8
group 22;В 6кВ ф.№ 199-04;199;4
group 22;В 6кВ ф.№ 87-04;87;4
group 22;В 6кВ ф.12;;12
group 22;В 6кВ ф.№ 3-14;;3
group 22;В110кВ Красноленинская 1(2);;
group 22;В 6кВ ф.12;;12
group 22;В 6кВ ф.257-14;257;14
group 22;В 6кВ №2-14;;
group 22;ВЛ-6 кВ 459-06;459;6
group 22;МВ-6 кВ яч.12;;
group 22;ВЛ-6 кВ 542-14;542;14
group 22;ВЛ-6 кВ 542-04;542;4
group 22;ВЛ-6 кВ 3-17,     3-18;;
group 22;ВЛ-35 кВ Север-1, Север-2;;
group 22;ВЛ-6 кВ ф-р ДНС-27-14;27;
group 22;ВЛ-6 кВ 110-16;110;16
group 22;ВЛ-6 кВ ДНС-1-22;;
group 22;ВЛ-6 кВ КНС-3-07;;
group 22;СУ ЭЦН на 8 Кустах ;;
group 22;ВЛ-6 кВ ДНС-1-23;;
group 22;СУ ЭЦН К-81;;
group 22;ВЛ-6 кВ ДНС-1-23;;
group 22;ВЛ-6 кВ ф-р 45-14;р;45
group 22;ВЛ-6 кВ ф-р 10-20;р;10
group 22;ВЛ-6 кВ ф-р 45-14;р;45
group 22;СУ ЭЦН на 7 кустах;;
group 22;ВЛ-6 кВ ф-р 48-04;р;48
group 22;СУ ЭЦН на 8 кустах;;
group 22;СУ ЭЦН на 4 кустах;;
group 22;СУ ЭЦН на 9 кустах;;
group 22;ВЛ 35кВ ДНС-17-1;17;1
group 22;"ВЛ-35кВ ДНС 12-1;12-2";12;1
group 22;ПС 35/6кВ КНС-2-ЕЕ;35;
group 22;ВЛ 35кВ КНС 3-2;;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;МВ-6;;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;СУ ЭЦН на 41 кусту;;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;СУ ЭЦН на 3 кустах;;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;КТП;КТП;
group 22;СУ ЭЦН;СУ ЭЦН;
group 22;ВЛ 35кВ ДНС-13-1;13;1
group 22;ВЛ-110 кВ Красноленинская-Вандмтор-2;;
group 22;КТП;КТП;
group 22;СУ ЭЦН;СУ ЭЦН;
group 22;СУ ЭЦН;СУ ЭЦН;
group 22;КТП;КТП;
group 22;;;
group 22;ВЛ 6кВ,ф.160-05;160;5
group 22;;;
group 22;ВЛ 6кВ,ф.526-065;;65
group 22;ВЛ 6кВ,ф.2-19;;19
group 22;ВЛ 6кВ,ф.2-19;;19
group 22;ВЛ 35кВ Юг-1;;
group 22;ВЛ 35кВ Юг-1;;
group 22;;;
group 22;КТПН К-54;;
group 22;КТПН К-54;;
group 22;ВЛ 6 кВ ф.578-18;578;18
group 22;ВЛ 6 кВ ф.33-8;33;8
group 22;ВЛ 6 кВ ф.199-4;199;4
